avg,std,min,QPS,target,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,timestamp
363.5,344.6,160.7,8168.6,8172.0,222.2,238.2,348.6,384.5,401.3,414.1,428.0,446.2,473.6,616.1,4204.5,15112.7,168
371.9,234.2,148.8,27535.2,27652.0,204.4,218.2,325.4,422.4,474.2,509.3,540.8,574.0,617.6,704.7,1906.9,9488.6,180
371.9,231.1,148.8,37549.3,37594.0,204.5,218.4,325.6,403.4,457.4,498.6,540.4,582.7,637.4,748.8,1874.1,8784.8,192
375.2,295.9,148.8,24370.1,24367.0,205.9,219.5,334.4,426.1,470.3,500.3,529.7,561.2,603.5,719.3,3064.1,10818.1,204
369.9,213.5,148.8,33796.4,33771.0,204.7,218.5,325.8,405.7,459.4,497.5,535.5,575.1,627.3,743.0,1576.1,8197.9,216
361.7,211.9,148.8,84912.0,84944.0,205.9,220.0,328.2,391.2,428.5,457.5,493.8,541.0,611.4,762.1,1866.6,7762.0,228
365.2,234.1,148.8,85779.2,85666.0,207.1,221.5,330.9,394.4,432.2,461.8,498.4,545.0,616.4,769.7,1919.5,8994.5,240
425.4,387.0,148.8,52087.2,51918.0,206.0,220.8,340.0,416.9,473.1,522.8,579.9,665.5,978.7,1588.4,3521.3,10586.0,252
367.4,229.7,148.8,34482.8,34406.0,203.8,217.1,325.0,403.1,454.3,490.6,528.4,568.0,621.1,737.3,1611.7,8440.0,264
374.4,346.1,148.8,28649.8,28664.0,202.4,215.3,323.4,413.6,462.8,495.9,528.6,563.6,613.7,817.5,4005.5,12651.8,276
365.9,300.9,148.8,38357.0,38289.0,199.7,212.9,319.7,393.8,443.4,481.2,523.8,567.6,624.7,782.4,2169.3,10455.1,288
362.9,276.0,148.8,20667.6,20658.0,200.8,213.6,332.6,414.6,451.4,474.2,499.9,528.4,566.4,657.9,3218.7,11731.2,300
372.2,493.0,160.7,13845.0,13840.0,205.5,219.1,350.8,406.2,431.0,447.5,464.7,488.0,521.9,636.8,6619.4,28745.3,312
356.8,223.3,148.8,93279.3,93419.0,204.9,219.0,324.6,383.8,418.6,445.2,478.6,524.4,591.5,749.2,2304.0,9051.8,324
360.2,293.0,148.8,98272.5,98284.0,204.7,219.6,327.4,386.0,420.8,447.5,480.4,524.9,591.1,746.3,2724.0,10365.5,336
359.6,246.4,148.8,71237.3,71313.0,200.7,213.9,324.2,388.1,426.2,456.6,495.2,544.2,616.1,759.5,2061.8,10169.9,348
363.4,214.7,148.8,42066.1,42089.0,200.7,214.0,322.6,393.0,440.1,478.6,523.4,569.9,627.6,743.4,1675.3,8538.6,360
367.6,281.1,148.8,46450.4,46458.0,201.6,214.8,325.3,393.0,437.8,475.6,522.2,571.1,632.1,760.3,2180.4,10465.7,372
421.8,400.8,148.8,30661.2,30755.0,203.7,217.5,344.4,450.8,511.3,550.4,596.6,678.5,863.1,1168.2,3896.7,13564.5,384
524.9,642.4,148.8,42918.9,42889.0,207.4,223.4,363.7,500.3,610.1,736.0,891.4,1048.0,1243.0,1685.4,9518.2,29342.4,396
428.5,381.5,148.8,93521.2,93552.0,208.3,224.4,352.4,421.6,464.7,500.3,545.3,613.9,821.8,1821.3,3522.7,10979.6,408
362.4,404.8,148.8,65660.8,65694.0,203.1,216.0,327.7,390.7,429.1,460.6,501.7,553.6,623.7,760.2,1737.8,8520.9,420
370.6,332.3,148.8,29577.8,29574.0,201.3,214.2,322.1,412.9,464.2,499.5,534.2,570.5,619.8,748.3,2244.0,11295.7,432
370.3,296.0,148.8,51263.8,51355.0,201.3,214.7,328.2,394.9,438.2,474.9,521.9,573.2,637.8,782.7,2670.9,11424.9,444
359.3,223.4,137.8,67502.7,67361.0,201.4,214.4,324.5,387.5,425.7,456.6,496.1,546.4,616.0,762.9,1954.2,8139.1,456
374.1,491.7,148.8,16364.2,16287.0,203.8,217.1,348.5,413.5,442.1,460.1,480.5,505.0,542.2,687.8,5509.8,24810.1,468
358.3,246.3,148.8,81537.4,81508.0,200.9,214.0,321.6,384.1,421.7,450.9,487.7,536.6,608.0,788.6,2361.5,8686.0,480
349.6,238.0,148.8,87758.7,87619.0,198.6,212.0,316.6,375.7,410.9,437.7,471.8,520.1,588.8,738.9,1915.4,8563.6,492
351.4,212.5,148.8,98997.1,99068.0,202.6,216.3,321.0,377.5,410.7,436.0,468.3,511.9,581.2,742.8,1930.1,7754.1,504
360.3,277.6,148.8,51322.2,51267.0,198.6,212.0,320.9,384.7,426.3,461.0,506.3,557.0,619.6,743.2,2065.4,10965.7,516
363.2,324.9,148.8,11789.7,11822.0,207.6,221.7,349.2,396.5,418.3,432.3,449.2,467.7,501.6,627.0,4798.9,13136.0,528
349.5,211.3,148.8,97172.3,97494.0,206.1,220.2,319.3,374.5,406.8,432.5,464.6,508.6,577.3,716.3,1926.9,7646.4,540
353.1,257.9,148.8,97506.1,97350.0,206.2,220.3,320.4,376.2,409.0,434.5,466.7,510.9,581.2,734.0,2012.4,9593.3,552
360.9,241.9,148.8,55398.3,55460.0,202.8,215.3,319.4,382.0,425.1,461.9,511.1,568.0,630.7,741.2,1824.6,9160.3,564
354.3,243.6,148.8,86038.3,85984.0,205.0,218.5,318.9,377.4,412.5,439.6,474.2,524.7,594.4,742.4,2418.9,8282.9,576
361.3,262.9,148.8,81980.5,82043.0,205.4,219.1,322.7,384.3,421.8,451.2,488.7,538.5,610.2,786.6,2153.5,9815.2,588
361.0,311.5,148.8,52881.5,52873.0,202.4,215.0,320.1,382.6,425.4,461.5,509.4,563.5,625.2,733.4,1789.7,12702.1,600
426.7,696.4,160.7,13876.0,13911.0,209.9,225.6,376.6,439.6,473.3,502.4,539.9,590.8,663.1,1056.4,8753.8,32275.6,612
476.2,552.9,148.8,49956.8,49984.0,205.9,221.3,344.4,445.9,526.3,588.5,682.4,888.5,1190.4,1720.4,6131.7,18993.3,624
372.3,439.3,160.7,9373.7,9274.0,216.3,232.2,350.7,388.7,406.9,420.5,434.1,455.4,489.5,656.4,7632.1,19441.7,636
372.2,296.3,148.8,27137.3,27187.0,201.5,214.7,324.6,420.7,468.3,499.2,530.6,564.3,607.7,711.4,3496.9,10751.2,648
380.9,389.0,148.8,18721.2,18735.0,206.7,221.5,354.2,431.1,463.6,485.2,507.8,535.4,573.2,667.4,4174.3,14519.9,660
356.0,241.1,148.8,86313.7,86505.0,203.0,216.6,321.0,381.8,417.8,445.4,480.5,529.1,600.4,756.1,2137.6,10314.0,672
352.9,247.9,148.8,92958.8,93039.0,203.1,216.8,320.0,377.9,412.4,438.2,471.0,517.4,587.3,734.7,2175.4,9138.7,684
355.4,242.3,148.8,76015.5,75999.0,201.3,214.4,319.0,381.1,418.8,448.3,486.2,537.4,609.5,745.4,2110.2,9824.9,696
367.0,343.9,148.8,32308.4,32324.0,198.8,211.8,314.9,402.1,456.0,492.5,529.5,567.0,613.9,720.7,3774.1,12427.9,708
355.3,220.7,148.8,84267.6,84255.0,204.2,217.8,320.3,380.7,416.7,444.8,480.7,530.9,602.2,745.1,2000.8,7903.4,720
355.3,222.2,148.8,81763.7,81759.0,204.7,217.9,319.4,379.0,415.5,444.3,482.0,534.7,608.2,746.2,2039.2,8347.8,732
371.1,207.1,148.8,37326.5,37291.0,202.1,215.4,319.6,404.7,466.2,510.5,554.3,594.0,642.1,744.0,1859.1,7733.3,744
366.2,199.6,148.8,53736.2,53818.0,203.5,216.9,322.6,390.5,440.3,483.4,537.6,592.6,653.4,741.2,1433.5,8131.3,756
372.3,227.1,148.8,30335.8,30297.0,203.7,217.0,323.0,420.7,476.8,513.7,549.0,583.1,626.9,714.1,1654.5,8676.1,768
429.3,292.3,148.8,31584.1,31569.0,209.2,224.7,370.5,478.3,535.9,574.1,620.7,689.8,820.4,1094.6,2382.7,9829.8,780
483.2,316.3,160.7,38879.8,38927.0,211.9,228.3,402.1,533.5,612.6,678.8,757.0,855.3,1012.9,1309.9,1914.5,9377.1,792
417.0,467.3,160.7,10631.9,10652.0,219.8,236.2,400.3,462.6,494.7,516.1,538.9,567.5,609.9,718.9,4066.9,19291.8,804
879.2,742.6,160.7,98065.0,98119.0,292.9,343.2,483.6,1224.1,1512.2,1592.5,1674.7,1763.6,1897.8,2849.5,4208.7,18569.4,816
719.6,689.6,148.8,48169.5,48176.0,230.9,258.7,431.8,569.9,936.7,1380.2,1561.8,1690.4,1831.3,2495.9,6563.3,18710.2,828
480.5,302.7,148.8,34968.1,34929.0,212.2,228.9,413.9,534.7,608.8,671.7,742.9,833.5,967.7,1230.8,1806.7,9495.7,840
513.1,417.4,148.8,69693.2,69735.0,222.4,241.0,365.4,471.7,569.5,674.0,830.9,1038.0,1333.6,1875.3,2795.6,11422.9,852
447.4,295.9,148.8,20787.7,20753.0,215.2,233.5,412.6,505.4,557.7,596.9,640.7,689.8,758.3,922.2,3774.2,11609.6,864
877.5,696.4,160.7,84501.3,84642.0,293.5,344.1,483.2,1297.1,1525.2,1597.3,1677.7,1765.9,1875.6,2782.2,3605.4,15185.5,876
522.4,477.3,148.8,42403.1,42333.0,213.2,230.5,382.4,505.6,599.8,693.9,820.7,1014.5,1352.9,1827.2,2986.4,16188.3,888
